1,1890,660
2,1892,660
3,1908,658
4,1916,654
5,1916,652
6,1912,652
7,1916,650
8,1922,648
9,1938,646
10,1958,640
11,1972,636
12,1978,632
13,1992,626
14,2000,622
15,2014,612
16,2020,612
17,2038,606
18,2040,604
19,2040,604
20,2042,602
21,2042,602
22,2050,608
23,2058,604
24,2064,598
25,2066,596
26,2072,588
27,2080,586
28,2086,584
29,2096,582
30,2098,582
31,2098,582
32,2098,582
33,2102,578
34,2108,578
35,2118,572
36,2124,572
37,2128,576
38,2126,576
39,2134,570
40,2138,570
41,2140,568
42,2144,566
43,2144,564
44,2148,564
45,2150,564
46,2152,564
47,2152,564
48,2152,564
49,2156,562
50,2160,562
51,2160,562
52,2160,564
53,2174,564
54,2174,564
55,2178,564
56,2182,564
57,2182,564
58,2182,564
59,2182,564
60,2182,564
61,2182,564
62,2194,566
63,2198,566
64,2214,566
65,2224,566
66,2244,566
67,2254,568
68,2272,572
69,2278,572
70,2286,574
71,2288,576
72,2314,576
73,2328,576
74,2342,576
75,2342,576
1,2376,576
2,2376,576
3,2376,576
4,2404,576
5,2410,578
6,2426,580
7,2436,580
8,2446,580
9,2448,578
10,2444,578
11,2440,576
12,2434,578
13,2424,580
14,2432,580
15,2442,576
16,2448,572
17,2452,572
18,2452,572
19,2452,570
20,2452,570
21,2452,570
22,2452,570
23,2450,566
24,2450,564
25,2458,568
26,2458,568
27,2464,566
28,2472,568
29,2474,568
30,2480,568
31,2482,568
32,2482,568
33,2478,568
34,2474,572
35,2470,574
36,2468,574
37,2470,572
38,2474,568
39,2474,566
40,2478,566
41,2478,566
42,2478,566
43,2478,566
44,2478,566
45,2478,566
46,2486,566
47,2486,566
48,2486,566
49,2486,568
50,2486,568
51,2486,564
52,2486,564
53,2498,564
54,2500,564
55,2500,564
56,2508,564
57,2510,564
58,2510,564
59,2510,564
60,2510,564
61,2510,562
62,2510,568
63,2510,564
64,2514,556
65,2518,552
66,2522,552
67,2522,554
68,2520,558
69,2520,558
70,2520,558
71,2526,558
72,2530,556
73,2530,556
74,2536,554
75,2536,554
1,2546,552
2,2546,552
3,2546,552
4,2546,552
5,2546,552
6,2556,550
7,2560,550
8,2560,550
9,2560,550
10,2560,550
11,2560,550
12,2564,550
13,2566,552
14,2566,552
15,2578,552
16,2578,552
17,2578,552
18,2578,552
19,2578,552
20,2564,552
21,2558,552
22,2550,552
23,2550,554
24,2542,554
25,2538,554
26,2536,554
27,2536,554
28,2536,554
29,2536,554
30,2536,554
31,2536,554
32,2536,554
33,2536,554
34,2522,554
35,2522,554
36,2512,556
37,2512,556
38,2512,556
39,2512,556
40,2510,556
41,2502,554
42,2498,556
43,2498,556
44,2498,556
45,2498,556
46,2494,556
47,2490,556
48,2490,556
49,2486,556
50,2486,556
51,2486,556
52,2478,556
53,2478,556
54,2478,556
55,2478,556
56,2476,556
57,2472,560
58,2472,560
59,2472,560
60,2458,560
61,2438,562
62,2438,562
63,2418,560
64,2414,560
65,2398,560
66,2382,556
67,2376,554
68,2354,552
69,2354,552
70,2354,548
71,2354,548
72,2336,540
73,2328,538
74,2316,538
75,2316,538
1,2298,546
2,2298,546
3,2298,546
4,2298,546
5,2298,550
6,2296,552
7,2296,554
8,2288,554
9,2282,552
10,2282,552
11,2282,552
12,2278,552
13,2278,552
14,2278,552
15,2278,552
16,2268,554
17,2254,556
18,2254,556
19,2238,552
20,2234,552
21,2230,552
22,2222,552
23,2206,560
24,2206,560
25,2196,562
26,2190,564
27,2178,574
28,2178,574
29,2178,574
30,2166,576
31,2158,578
32,2152,578
33,2150,578
34,2148,578
35,2132,578
36,2124,578
37,2120,580
38,2110,582
39,2106,582
40,2106,584
41,2102,584
42,2102,584
43,2102,584
44,2102,584
45,2094,584
46,2094,584
47,2078,588
48,2074,588
49,2074,588
50,2074,588
51,2074,588
52,2074,588
53,2076,588
54,2076,590
55,2076,592
56,2076,592
57,2076,592
58,2076,592
59,2076,592
60,2076,592
61,2076,594
62,2074,596
63,2074,596
64,2074,596
65,2070,596
66,2070,596
67,2070,598
68,2070,600
69,2070,600
70,2070,600
71,2070,600
72,2070,600
73,2070,600
74,2072,600
75,2072,600
1,2066,596
2,2066,596
3,2068,596
4,2068,596
5,2072,596
6,2074,596
7,2074,596
8,2074,596
9,2076,600
10,2076,600
11,2076,600
12,2084,600
13,2146,598
14,2182,600
15,2214,592
16,2244,592
17,2264,594
18,2280,596
19,2294,596
20,2310,598
21,2326,602
22,2350,602
23,2400,600
24,2426,600
25,2438,602
26,2468,610
27,2494,620
28,2524,622
29,2564,632
30,2588,638
31,2608,640
32,2636,650
33,2662,656
34,2686,656
35,2712,668
36,2762,690
37,2812,718
38,2856,738
39,2870,746
40,2904,760
41,2922,768
42,2940,780
43,2956,802
44,2978,814
45,3006,824
46,3064,828
47,3076,828
48,3118,838
49,3144,848
50,3190,864
51,3202,868
52,3202,868
53,3202,868
54,3202,868
55,3204,872
56,3212,872
57,3226,872
58,3226,872
59,3228,872
60,3226,876
61,3226,888
62,3226,890
63,3226,890
64,3230,896
65,3228,910
66,3236,918
67,3240,926
68,3242,928
69,3246,928
70,3254,928
71,3260,932
72,3268,934
73,3268,936
74,3266,944
75,3266,944
1,3274,962
2,3274,962
3,3274,962
4,3276,972
5,3286,976
6,3288,974
7,3288,974
8,3294,972
9,3298,972
10,3300,972
11,3298,976
12,3298,982
13,3302,986
14,3306,990
15,3312,994
16,3318,1002
17,3320,1000
18,3320,994
19,3320,1000
20,3320,1010
21,3326,1010
22,3326,1010
23,3326,1010
24,3326,1010
25,3322,1010
26,3320,1012
27,3316,1020
28,3316,1022
29,3314,1026
30,3310,1028
31,3286,1026
32,3278,1028
33,3270,1028
34,3258,1030
35,3240,1032
36,3234,1034
37,3230,1034
38,3224,1036
39,3224,1038
40,3216,1042
41,3206,1048
42,3198,1056
43,3192,1060
44,3180,1058
45,3170,1058
46,3156,1058
47,3152,1058
48,3152,1060
49,3140,1064
50,3134,1066
51,3122,1070
52,3106,1072
53,3074,1074
54,3046,1074
55,3026,1076
56,3024,1080
57,3000,1086
58,2986,1090
59,2968,1102
60,2948,1108
61,2922,1116
62,2910,1120
63,2886,1126
64,2868,1126
65,2842,1118
66,2832,1116
67,2822,1118
68,2812,1122
69,2800,1130
70,2776,1136
71,2770,1140
72,2768,1142
73,2768,1138
74,2768,1138
75,2768,1138
1,2734,1162
2,2734,1162
3,2726,1172
4,2706,1174
5,2668,1176
6,2642,1188
7,2628,1196
8,2620,1200
9,2610,1204
10,2610,1204
11,2594,1206
12,2592,1206
13,2576,1196
14,2530,1188
15,2504,1186
16,2466,1184
17,2444,1188
18,2424,1190
19,2400,1192
20,2376,1196
21,2352,1200
22,2344,1202
23,2320,1200
24,2302,1198
25,2290,1194
26,2270,1194
27,2236,1202
28,2218,1206
29,2202,1208
30,2188,1212
31,2176,1218
32,2162,1220
33,2122,1224
34,2122,1224
35,2110,1224
36,2094,1222
37,2088,1220
38,2062,1222
39,2054,1224
40,2032,1232
41,2006,1238
42,1990,1242
43,1982,1242
44,1974,1240
45,1956,1236
46,1950,1234
47,1924,1236
48,1906,1242
49,1890,1248
50,1876,1256
51,1864,1256
52,1856,1252
53,1854,1248
54,1850,1230
55,1850,1222
56,1846,1216
57,1844,1212
58,1844,1212
59,1844,1200
60,1842,1194
61,1822,1192
62,1814,1186
63,1800,1178
64,1794,1174
65,1790,1166
66,1782,1150
67,1776,1146
68,1774,1144
69,1774,1144
70,1770,1142
71,1766,1138
72,1764,1138
73,1764,1134
74,1764,1134
75,1764,1134
1,1764,1128
2,1764,1128
3,1764,1128
4,1776,1120
5,1786,1114
6,1786,1114
7,1786,1114
